boletim_id,bidding_id,edital,data_abertura,valor_estimado,cidade,estado,descricao
 39772 - GASTROENTEROLOGIA - qnt: 1
 39773 - HEMATOLOGIA - qnt: 1
 39774 - MEDICINA ESPORTIVA - qnt: 1
 "

134004930,18446994,SM/12/2025,,"R$ 1.512.000,00",Ipiaçu,MG,"contratação de pessoa jurídica especializada na prestação de serviço de plantões médicos em atendimento a demanda ofertada pelo SUS no Munícipio de Ipiaçu-MG 1 - MÉDICO CLÍNICO GERAL ATENDIMENTO NA UNIDADE BÁSICA DE SAÚDE - JOSIAS BEZERRA DA SILVA
 
 2 - MÉDICO CLÍNICO GERAL ESPECIALIDADE MÍNIMA PLANTONISTA DIURNONOTURNO PLANTÃO NORMAL PARA PRESTAÇÃO DE SERVIÇO JUNTO À SECRETARIA MUNICIPAL DE SAÚDE, COM CARGA HORÁRIA DE 12 DOZE HORAS CADA.
 
 3 - MÉDICO CLÍNICO GERAL ESPECIALIDADE MÍNIMA PLANTONISTA DIURNONOTURNO PLANTÃO NORMAL PARA PRESTAÇÃO DE SERVIÇO JUNTO À SECRETARIA MUNICIPAL DE SAÚDE, COM CARGA HORÁRIA DE 06 SEIS HORAS CADA.
 
 4 - TRANSFERÊNCIA MÉDICA INTERMUNICIPAL DE PACIENTE GRAVE ATÉ O RAIO DE 210 KM.
 
 5 - TRANSFERÊNCIA MÉDICA INTERMUNICIPAL DE PACIENTE GRAVE SUPERIOR AO RAIO DE 210 KM.
 
 "

134004930,18443104,PE/116/2025,,,Palotina,PR,"* Licitação Eletrônica * REGISTRO DE PREÇOS PARA FUTURA E FRACIONADA CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS DE GINECOLOGIA/OBSTETRÍCIA E REALIZAÇÃO DE EXAMES MORFOLOGICOS, PARA O ATENDIMENTO NAS UNIDADES BÁSICAS DE SÁUDE, ATRAVÉS DA SECRETARIA MUNICIPAL DE SAÚDE, DESTA MUNICIPALIDADE "

134004930,18446116,PE/26/2025,,"R$ 1.025.953,00",Cruzeiro do Sul,PR,"* Registro de preços * * Licitação Eletrônica * [LICITANET] - Registro de preços para Contratação De Empresa Para A Prestação De Serviços Médicos, Na Modalidade De Plantão Presencial De 12 Doze Horas, Com Uma Estimativa De 45 Quarenta E Cinco Plantões Mensais, A Serem Realizados No Hospital Municipal Dr. Gregório Tchalekian, Abrangendo Períodos Noturnos Em Dias De Expediente Regular, Bem Como Períodos Diurnos E Noturnos Em Finais De Semana, Feriados E Pontos Facultativos De Cruzeiro Do Sul - Paraná 6817219 - PRESTAÇÃO DE SERVIÇOS MÉDICOS DE PLANTÃO DE 12 HORAS NO HOSPITAL MUNICIPAL DR. GREGÓRIO TCHALEKIAN FINAIS DE SEMANA / FERIADOS / PONTOS FACULTATIVOS
 
 6817220 - PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA ACOMPANHAMENTO DE PACIENTES EM TRANSPORTE REMOÇÕES, TRANSFERÊNCIAS OU OUTRO DESLOCAMENTO, QUANDO HOUVER NECESSIDADE DE SUPORTE MÉDICO DURANTE O DESLOCAMENTO.
 
 "

134004930,18444558,SM/10/2025,,"R$ 360.000,00",Planalto,PR,"Credenciamento de pessoas jurídicas para a prestação de serviços de profissionais médicos, com perfil para atendimento na Atenção Primária à Saúde consultas de clínica geral, palestras, visitas domiciliares, atendimento ambulatorial em clínica médica, pediátrica, ginecológica, obstétrica e pequenos procedimentos cirúrgicos ambulatoriais, para compor a equipe do ESF, atendendo às necessidades da Secretaria Municipal de Saúde de Planalto-PR. "

134004930,18447208,PE/32/2025,,"R$ 72.800,00",Atalaia,PR,"* Licitação Eletrônica * CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE LICENÇA DE USO DE SOFTWARE DE REGISTRO ELETRÔNICO E GESTÃO EM SAÚDE COM EXECUÇÃO DE SERVIÇOS TÉCNICOS EM MANUTENÇÃO CORRETIVA, ADAPTATIVA E EVOLUTIVA, ATUALIZAÇÃO, SUPORTE TÉCNICO, CONSULTORIA TÉCNICA, CUSTOMIZAÇÃO, IMPLANTAÇÃO, MIGRAÇÃO DE BASE DE DADOS E TREINAMENTO, INCLUINDO ACOMPANHAMENTO E SUPORTE, TUDO EM CONFORMIDADE COM O TERMO DE REFERÊNCIA. * https://bnccompras.com * Migracao, Treinamento e Implantacao de software para unidades de saude, com o modulo de controle de endemias e aplicativo para ACE e ACS.Migracao, Treinamento e Implantacao de software para unidades de saude, com o modulo de controle de endemias e aplicativo para ACE e ACS.
 
 Locacao de licenca de software para atendimento da secretaria de saude com os modulos: Administrado, Agendamento de Consultas, Cadastros Gerais, Ambulatorio, Autorizacao de Procedimentos, Atencao Primaria, Concessao de Beneficios, Controle Gestacional, Lista de Espera, Controle de Estoque, Painel de Chamadas, Prontuario Eletronico, Odontologia, Regulacao de Consultas, Exames e Cirurgias, Vacinas, Transportes e TFD, Interoperabilidade com os sistemas do Ministerio da Saude e-SUS, RNDS, CADWEB, CLocacao de licenca de software para atendimento da secretaria de saude com os modulos: Administrado, Agendamento de Consultas, Cadastros Gerais, Ambulatorio, Autorizacao de Procedimentos, Atencao Primaria, Concessao de Beneficios, Controle Gestacional, Lista de Espera, Controle de Estoque, Painel de Chamadas, Prontuario Eletronico, Odontologia, Regulacao de Consultas, Exames e Cirurgias, Vacinas, Transportes e TFD, Interoperabilidade com os sistemas do Ministerio da Saude e-SUS, RNDS, CADWEB, C
 
 Locacao de licenca de software para atendimento da secretaria de saude com os modulos: Endemias e aplicativo ACE e ACSLocacao de licenca de software para atendimento da secretaria de saude com os modulos: Endemias e aplicativo ACE e ACS"

134004930,18398177,PE/51/2025,,"R$ 423.907,02",Anahy,PR,"* Licitação Eletrônica * Contratação de empresa especializada para a prestação de serviços contínuos de plantões de Enfermagem e de Técnico de Enfermagem, destinados à realização de atendimentos a serem prestados conforme cronograma apresentado pelo Departamento Municipal de Saúde; As quantidades e especificações constam no Anexo I, parte integrante deste Edital. * https://bnccompras.com * SERVIÇO DE ENFERMAGEM PARA A REALIZAÇÃO DE PLANTÕES NOTURNOS E DIURNOS, EM DIAS ÚTEIS, AOS SÁBADOS, DOMINGOS E FERIADOS SOB REGIME DE SOBREAVISO, A SEREM PRESTADOS NO MUNICÍPIO DE ANAHY CONFORME NECESSIDADE DO DEPARTAMENTO DE SAÚDE, PODENDO SER SOLICITADO ATÉ 02 ENFERMEIROS, SE NECESSÁRIO
 
 SERVIÇO DE TÉCNICO DE ENFERMAGEM PARA A REALIZAÇÃO DE PLANTÕES NOTURNOS E DIURNOS, EM DIAS ÚTEIS, AOS SÁBADOS, DOMINGOS E FERIADOS SOB REGIME DE SOBREAVISO, A SEREM PRESTADOS NO MUNICÍPIO DE ANAHY CONFORME NECESSIDADE DO DEPARTAMENTO DE SAÚDE, PODENDO SER SOLICITADO ATÉ 02 ENFERMEIROS, SE NECESSÁRIO"

134004930,18388424,PE/25/2025,,,Celso Ramos,SC,"* Licitação Eletrônica * CONTRATAÇÃO DE EMPRESA PARA O GERENCIAMENTO, OPERACIONALIZAÇÃO E EXECUÇÃO DOS SERVIÇOS DE ATENDIMENTO MÉDICO EM AMBULATÓRIO PRÉ-HOSPITALAR COM UMA UNIDADE MÓVEL E SUPORTE COM TELEMEDICINA PARA ATENDIMENTO DE URGÊNCIAS E EMERGÊNCIAS E REMOÇÕES, PARA... CONTRATAÇÃO DE EMPRESA PARA O GERENCIAMENTO, OPERACIONALIZAÇÃO E EXECUÇÃO DOS SERVIÇOS DE ATENDIMENTO MÉDICO EM AMBULATÓRIO PRÉ-HOSPITALAR, COM UMA UNIDADE MÓVEL E SUPORTE COM TELEMEDICINA PARA ATENDIMENTO DE URGÊNCIAS E EMERGÊNCIAS E REMOÇÕES, PARA ATENDIMENTO DE URGÊNCIA E EMERGÊNCIA EM REGIME DE PLANTÃO DURANTE A SEMANA, AOS FINAIS DE SEMANA, FERIADOS NACIONAIS E MUNICIPAIS, PONTOS FACULTATIVOS, RECESSOS E EVENTOS REALIZADOS PELA SECRETARIA MUNICIPAL DE SAÚDE.
 
 "

134004930,18370005,SM/6/2025,,"R$ 251.270,48",Campo Novo do Parecis,MT,"* Licitação Eletrônica * Credenciamento de instituições privadas, compreendendo Centros de Formação de Condutores CFCs, Clínicas Médicas, Clínicas Psicológicas, e Laboratórios especializados em exames toxicológicos, com a finalidade de executar, de forma descentralizada, as etapas obrigatórias e complementares necessárias à obtenção da Carteira Nacional de Habilitação - CNH, no âmbito do Programa ""CNH POPULAR"", instituído pela Lei Municipal n.º 2.604/2024. * https://bllcompras.com * ESCOLA TEÓRICA - BIOMETRIA TEÓRICA - AULAS PRÁTICAS - BIOMETRIA PRÁTICA - CATEGORIA A - ESCOLA TEÓRICA - BIOMETRIA TEÓRICA - AULAS PRÁTICAS - BIOMETRIA PRÁTICA - CATEGORIA A
 
 AULAS PRÁTICAS - BIOMETRIA PRÁTICA - CATEGORIA D - AULAS PRÁTICAS - BIOMETRIA PRÁTICA - CATEGORIA D
 
 AULAS PRÁTICAS - BIOMETRIA PRÁTICA - CATEGORIA E - AULAS PRÁTICAS - BIOMETRIA PRÁTICA - CATEGORIA E
 
 SERVIÇO DE EXAME TOXICOLÓGICO - TESTE CABELO/PELO - SERVIÇO DE EXAME TOXICOLÓGICO - TESTE CABELO/PELO
 
 EXAME MÉDICO  - EXAME MÉDICO 
 
 ESCOLA TEÓRICA - BIOMETRIA TEÓRICA - AULAS PRÁTICAS - BIOMETRIA PRÁTICA - CATEGORIA B - ESCOLA TEÓRICA - BIOMETRIA TEÓRICA - AULAS PRÁTICAS - BIOMETRIA PRÁTICA - CATEGORIA B
 
 EXAME PSICOTÉCNICO - EXAME PSICOTÉCNICO"

134029120,18447921,DL/166173/2025,,,Piracanjuba,GO,"* Licitação Eletrônica * CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE TELEMEDICINA PARA REALIZAÇÃO DE EXAMES DE ELETROCARDIOGRAMA COM TRANSMISSÃO DE EXAMES COM LAUDO VIA INTERNET, COM APARELHOS EM REGIME D * https://pncp.gov.br * 1 - SERVIÇOS DE TELEMEDICINA PARA REALIZAÇÃO DE EXAMES DE ELETROCARDIOGRAMA COM TRANSMISSÃO DE EXAMES COM LAUDO VIA INTERNET, COM APARELHOS EM REGIME DE COMODATO, PERMITINDO IDENTIFICAR ALTERAÇÕES METABÓLICAS DO ORGANISMO, ALTERAÇÕES ANATÔMICAS DO CORAÇÃO E DIFERENTES DOENÇAS CARDÍACAS, COM EQUIPE MÉDICA DE CARDIOLOGIA DISPONÍVEL INTERRUPTAMENTE 24 HORAS POR DIA, 7SETE DIAS NA SEMANA, A SUBSTITUIÇÃO DO APARELHO EM CASO DE MAU FUNCIONAMENTO SERÁ DE FORMA GRATUITA EM ATÉ 24 HORAS, EMISSÃO DE LAUDO DE EMERGÊNCIA EM ATÉ 30 MINUTOS E DE ROTINA DEVERÃO SER RESPONDIDOS EM ATÉ 24VINTE QUATRO HORAS. LOCAL DE REALIZAÇÃO DE EXAME: HOSPITAL MUNICIPAL DE PIRACANJUBA THUANY GARCIA RIBEIRO.
 "

134029120,18435850,DL/349/2025,,"R$ 37.232,64",Aracaju,SE,"* Licitação Eletrônica * FORNECIMENTO DO TRATAMENTO DE RADIOTERAPIA ESTEREOTÁXICA ABLATIVA CORPÓREA SBRT, PARA CUMPRIMENTO DE DECISÃO JUDICIAL, EM FAVOR DA
 PACIENTE SANTANA MARIA DE JESUS. CONFORME TERMO DE REFERÊNCIA E DOCUMENTOS ANEXOS. * https://pncp.gov.br * 1 - SERVIÇOS MÉDICOS HOSPITALARES, LABORATORIAIS E ODONTOLÓGICOS - CONTRATAÇÃODE SERVIÇO DE PROCEDIMENTO DE RADIOTERAPIA
 "

134029120,18443100,SM/70/2025,,,Nova Esperança,PR,Credenciamento de pessoa jurídica para Prestação de Serviços médicos Especializados em Psiquiatria da Secretaria Municipal de Saúde - Rede de Saúde Mental 

134029120,18447768,PE/202524951/2025,,"R$ 8.755.947,36",Fortaleza,CE,"* Registro de preços * * Licitação Eletrônica * REGISTRO DE PREÇO - SERVIÇOS ESPECIALIZADOS 1 - MEDICO - SOBREAVISO, 2° - 6° PLANTAO DIURNO, UNIDADE 1.0 MEDIDA
 
 2 - MEDICO - SOBREAVISO, 2° - 5° PLANTAO NOTURNO, UNIDADE 1.0 MEDIDA
 
 3 - MEDICO - SOBREAVISO, 6° NOTURNO SABADO DOMINGO E FERIADOS DIURNO, UNIDADE 1.0 MEDIDA
 
 4 - MEDICO - CARDIOLOGISTA - HORA SEMANA DIURNO , UNIDADE 1.0 MEDIDA
 
 5 - REALIZACAO DE EXAMES ESPECIALIZADOS - REALIZACAO DE EXAME ECO TRANSOPERATORIO, UNIDADE 1.0 MEDIDA
 
 
 6 - REALIZACAO DE EXAMES ESPECIALIZADOS - REALIZACAO DE EXAME ECO TRANSTORACICO, UNIDADE 1.0 MEDIDA
 
 7 - REALIZACAO DE EXAMES ESPECIALIZADOS - REALIZACAO DE EXAME ECO TRANSESOFAGICO, UNIDADE 1.0 MEDIDA
 
 8 - SERVICO DE EXAMES - EXAME DE TESTE ERGOMETRICO, UNIDADE 1.0 MEDIDA
 
 
 9 - SERVICO MEDICO HOSPITALAR - LAUDO DE MAPAS, UNIDADE 1.0 MEDIDA
 
 10 - SERVICO MEDICO HOSPITALAR - LAUDO DE HOLTER 24 HORAS, UNIDADE 1.0 MEDIDA
 
 11 - SERVICO MEDICO HOSPITALAR - LAUDO ELETROCARDIOGRAMA, UNIDADE 1.0 MEDIDA
 
 "

134029120,18447329,PE/90015/2025,,"R$ 3.756.374,40",Brasília,DF,"* Licitação Eletrônica * Contratação de operadora ou seguradora para a prestação de plano de assistência à saúde coletiva empresarial, com cobertura médico-hospitalar e ambulatorial incluindo obstetrícia, na modalidade apartamento, por meio de rede referenciada, credenciada ou conveniada ou instrumento equivalente, para os funcionários do Conselho Federal de Psicologia e seus dependentes. 1 - Corretagem - Plano de Saúde
 
 "

134029120,18447896,SM/8/2025,,,Novo Gama,GO,"CREDENCIAMENTO de Pessoa Jurídica que ""atue na área da saúde com estrutura própria e adequada, para eventual formalização de contrato para prestação/realização de Serviços Cirúrgicos Cirurgia de Hémia, Histerectomia, Vesícula, Laqueadura e Vasectomia além de procedimentos diagnósticos como Endoscopia, Colonoscopia e Biopsia de Mama, disponibilizando/estando incluído ainda a realização de consultas especializadas e exames diagnósticos.  "

134029120,18424575,SM/4/2025,,"R$ 2.924.626,42",Bela Vista de Goiás,GO,"Credenciamento de pessoa física e jurídica para atuação junto à Secretaria Municipal de Saúde e programas de saúde, médicos e outros profissionais na área da saúde, conforme necessidade da Secretaria Municipal de Saúde. "

134029120,18447766,PE/63/2025,,"R$ 3.086.510,58",Conquista,MG,"* Licitação Eletrônica * [Publicenter] - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DE PLANOS PRIVADOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS, HOSPITALARES, LABORATORIAIS, EXAMES COMPLEMENTARES E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA, NA MODALIDADE AMBULATORIAL HOSPITALAR COM OBSTETRÍCIA EMPRESARIAL DO TIPO REDE AMPLA, COM ACOMODAÇÃO HOSPITALAR EM ENFERMARIA, SEM CARÊNCIA, EM CONSONÂNCIA COM A Normativa n 557/2022, COM INSCRIÇÃO POR ADESÃO DOS SERVIDORES MUNICIPAIS ATIVOS, AOS OCUPANTES DE CARGOEFETIVO, COMISSIONADO, DE NATUREZA ESPECIAL, DE EMPREGO PÚBLICO, AGENTES POLÍTICOS E AOS PROFISSIONAIS CONTRATADOS TEMPORARIAMENTE EM UMA ESTIMATIVA DE 555 COLABORADORES. 1 - PLANO PRIVADO DE ASSISTENCIA A SAUDE SUPLEMENTAR PARA PRESTACAO DE SERVICOS MEDICOS, HOSPITALARES, LABORATORIAIS, EXAMES COMPLEMENTARES E SERVICOS AUXILIARES DE DIAGNOSTICO E TERAPIA, NA MODALIDADE AMBULATORIAL HOSPITALAR COM OBSTETRICIA EMPRESARIALDO T PLANO DE SAUDE PARA FUNCIONARIO NA FAIXA ETARIA DE 19 A 23    
 
 2 - PLANO PRIVADO DE ASSISTENCIA A SAUDE SUPLEMENTAR PARA PRESTACAO DE SERVICOS MEDICOS, HOSPITALARES, LABORATORIAIS, EXAMES COMPLEMENTARES E SERVICOS AUXILIARES DE DIAGNOSTICO E TERAPIA, NA MODALIDADE AMBULATORIAL HOSPITALAR COM OBSTETRICIA EMPRESARIALDO TIPO REDE AMPLA, COM ACOMODACAO HOSPITALAR EM ENFERMARIA PLANO DE SAUDE PARA FUNCIONARIO NA FAIXA ETARIA ACIMA DE 59                
 
 3 - PLANO PRIVADO DE ASSISTENCIA A SAUDE SUPLEMENTAR PARA PRESTACAO DE SERVICOS MEDICOS, HOSPITALARES, LABORATORIAIS, EXAMES COMPLEMENTARES E SERVICOS AUXILIARES DE DIAGNOSTICO E TERAPIA, NA MODALIDADE AMBULATORIAL HOSPITALAR COM OBSTETRICIA EMPRESARIALDO TIPO REDE AMPLA, COM ACOMODACAO HOSPITALAR EM ENFERMARIA PLANO DE SAUDE PARA FUNCIONARIO NA FAIXA ETARIA DE 0 A 18                 
 
 4 - PLANO PRIVADO DE ASSISTENCIA A SAUDE SUPLEMENTAR PARA PRESTACAO DE SERVICOS MEDICOS, HOSPITALARES, LABORATORIAIS, EXAMES COMPLEMENTARES E SERVICOS AUXILIARES DE DIAGNOSTICO E TERAPIA, NA MODALIDADE AMBULATORIAL HOSPITALAR COM OBSTETRICIA EMPRESARIALDO TIPO REDE AMPLA, COM ACOMODACAO HOSPITALAR EM ENFERMARIA PLANO DE SAUDE PARA FUNCIONARIO NA FAIXA ETARIA DE 24 A 28                 
 
 5 - PLANO PRIVADO DE ASSISTENCIA A SAUDE SUPLEMENTAR PARA PRESTACAO DE SERVICOS MEDICOS, HOSPITALARES, LABORATORIAIS, EXAMES COMPLEMENTARES E SERVICOS AUXILIARES DE DIAGNOSTICO E TERAPIA, NA MODALIDADE AMBULATORIAL HOSPITALAR COM OBSTETRICIA EMPRESARIALDO TIPO REDE AMPLA, COM ACOMODACAO HOSPITALAR EM ENFERMARIA PLANO DE SAUDE PARA FUNCIONARIO NA FAIXA ETARIA DE 29 A 33                 
 
 6 - PLANO PRIVADO DE ASSISTENCIA A SAUDE SUPLEMENTAR PARA PRESTACAO DE SERVICOS MEDICOS, HOSPITALARES, LABORATORIAIS, EXAMES COMPLEMENTARES E SERVICOS AUXILIARES DE DIAGNOSTICO E TERAPIA, NA MODALIDADE AMBULATORIAL HOSPITALAR COM OBSTETRICIA EMPRESARIALDO TIPO REDE AMPLA, COM ACOMODACAO HOSPITALAR EM ENFERMARIA PLANO DE SAUDE PARA FUNCIONARIO NA FAIXA ETARIA DE 34 A 38                 
 
 7 - PLANO PRIVADO DE ASSISTENCIA A SAUDE SUPLEMENTAR PARA PRESTACAO DE SERVICOS MEDICOS, HOSPITALARES, LABORATORIAIS, EXAMES COMPLEMENTARES E SERVICOS AUXILIARES DE DIAGNOSTICO E TERAPIA, NA MODALIDADE AMBULATORIAL HOSPITALAR COM OBSTETRICIA EMPRESARIALDO TIPO REDE AMPLA, COM ACOMODACAO HOSPITALAR EM ENFERMARIA PLANO DE SAUDE PARA FUNCIONARIO NA FAIXA ETARIA DE 39 A 43                 
 
 8 - PLANO PRIVADO DE ASSISTENCIA A SAUDE SUPLEMENTAR PARA PRESTACAO DE SERVICOS MEDICOS, HOSPITALARES, LABORATORIAIS, EXAMES COMPLEMENTARES E SERVICOS AUXILIARES DE DIAGNOSTICO E TERAPIA, NA MODALIDADE AMBULATORIAL HOSPITALAR COM OBSTETRICIA EMPRESARIALDO TIPO REDE AMPLA, COM ACOMODACAO HOSPITALAR EM ENFERMARIA PLANO DE SAUDE PARA FUNCIONARIO NA FAIXA ETARIA DE 44 A 48                 
 
 9 - PLANO PRIVADO DE ASSISTENCIA A SAUDE SUPLEMENTAR PARA PRESTACAO DE SERVICOS MEDICOS, HOSPITALARES, LABORATORIAIS, EXAMES COMPLEMENTARES E SERVICOS AUXILIARES DE DIAGNOSTICO E TERAPIA, NA MODALIDADE AMBULATORIAL HOSPITALAR COM OBSTETRICIA EMPRESARIALDO TIPO REDE AMPLA, COM ACOMODACAO HOSPITALAR EM ENFERMARIA PLANO DE SAUDE PARA FUNCIONARIO NA FAIXA ETARIA DE 49 A 53                 
 
 10 - PLANO PRIVADO DE ASSISTENCIA A SAUDE SUPLEMENTAR PARA PRESTACAO DE SERVICOS MEDICOS, HOSPITALARES, LABORATORIAIS, EXAMES COMPLEMENTARES E SERVICOS AUXILIARES DE DIAGNOSTICO E TERAPIA, NA MODALIDADE AMBULATORIAL HOSPITALAR COM OBSTETRICIA EMPRESARIALDO TIPO REDE AMPLA, COM ACOMODACAO HOSPITALAR EM ENFERMARIA PLANO DE SAUDE PARA FUNCIONARIO NA FAIXA ETARIA DE 54 A 58                 
 
 "

134029120,18448789,SM/30/2025,,"R$ 1.257.500,00",Itamarandiba,MG,"PRESTAÇÃO DE SERVIÇOS DE CONSULTA MÉDICA ESPECIALIZADA E PROCENDIMENTOS AMBULATORIAIS ELETIVOS NA ÁREA DE OTORRINOLARINGOLOGISTA E SERVIÇOS DE PROFISSIONAL DA ODONTOLOGIA PARA REALIZAÇÃO DE PROCEDIMENTO CIRÚRGICO BUCOMAXILOFACIAL, CIRURGIA ORAL E ACOMPANHAMENTO DE INTERCORRÊNCIAS, VISANDO ATENDER AOS SERVIÇOS DE SAÚDE DO MUNICÍPIO DE ITAMARANDIBA 1 - CONSULTA MÉDICA PRESENCIAL NA ESPECIALIDADE OTORRINOLARINGOLOGIA
 
 2 - VIDEONASOFIBROSCOPIA
 
 3 - ADENOIDECTOMIA
 
 4 - AMIGDALECTOMIA
 
 5 - AMIGDALECTOMIA C/ ADENOIDECTOMIA 
 
 6 - SEPTOPLASTIA PARA
 CORREÇÃO DE DESVIO
 
 7 - TURBINECTOMIA C/
 SEPTOPLASTIA
 
 8 - TURBINECTOMIA
 
 9 - TURBINECTOMIA E AMIGDALECTOMIA C/ ADENOIDECTOMIA
 
 10 - TURBINECTOMIA C/ ADENOIDECTOMIA
 
 11 - TIMPANOTOMIA COM
 COLOCAÇÃO DE TUBINHO DE
 VENTILAÇÃO CADA OUVIDO
 
 12 - FRENECTOMIA
 
 13 - TIMPANOPLASTIA UNI /BILATERAL
 
 14 - REMOÇÃO DE DENTE RETIDO INCLUSO / IMPACTADO
 
 "

134029120,18448793,SM/9/2025,,"R$ 2.273.800,00",Ponto dos Volantes,MG,"CONTRATAÇÃO DE SERVIÇOS MÉDICOS NA ATENÇÃO BÁSICA, EM REGIME PLANTONISTA, E DE CLÍNICAS MÉDICAS ESPECIALIZADAS EM EXAMES ESPECÍFICOS, PARA ATENDER A SECRETARIA MUNICIPAL DE SAÚDE DE PONTO DOS VOLANTES MG. 1 - SERVIÇO MÉDICO CLINICO GERAL PSF CENTRAL
 
 2 - SERVIÇO MÉDICO CLINICO GERAL PSF CAMINHOS PARA O FUTURO
 
 3 - SERVIÇO MÉDICO CLINICO GERAL PSF DO DISTRITO DE SANTANA DO ARAÇUAÍ
 
 4 - SERVIÇO MÉDICO CLINICO GERAL PSF DA COMUNIDADE DO MORAIS
 
 5 - SERVIÇO MÉDICO CLINICO GERAL PSF DA COMUNIDADE DE VIRGEM DAS GRAÇAS TABOCA
 
 6 - SERVIÇO MÉDICO CLINICO GERAL PSF DA COMUNIDADE DE BOA VISTA DE SANTANA PALHA
 
 7 - SERVIÇO MÉDICO CLINICO GERAL NO CENTRO DE ESPECIALIDADES
 
 8 - SERVIÇO MÉDICO PLANTONISTA DIURNO
 
 9 - SERVIÇO MÉDICO PLANTONISTA NOTURNO
 
 10 - ULTRASSOM OBSTÉTRICO 
 
 11 - ULTRASSOM ABDOMINAL, 
 
 12 - ULTRASSOM VIAS URINÁRIAS, 
 
 13 - ULTRASSOM INGUINAL, 
 
 14 - COLONOSCOPIA,
 
 15 - ENDOSCOPIA, 
 
 16 - POLIPECTOMIACOLON, 
 
 "

134029120,18448392,PE/89/2025,,"R$ 391.479,96",Nova Andradina,MS,"* Licitação Eletrônica * CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA ÁREA DE ENGENHARIA CLÍNICA PARA REALIZAÇÃO DE SERVIÇOS DE APOIO, MANUTENÇÃO PREVENTIVA, CORRETIVA E GERENCIAMENTO DE EQUIPAMENTOS MÉDICO HOSPITALARES PARA ATENDER À FUNDAÇÃO SERVIÇOS DE SAÚDE DE NOVA ANDRADINA-FUNSAU/NA 1 - REALIZACAO DE SERVICOS DE APOIO-REALIZACAO DE SERVICOS DE APOIO- MANUTENCAO PREVENTIVA, CORRETIVA E GERENCIAMENTO DE EQUIPAMENTOS MEDICO HOSPITALARES.
 
